Are_Donations_Deductable,City,EIN,Fiscal_Year_End,In_Care_Of,Is_Org_Private,Latest_Report,Org_Name,Ruling_Date,State,Street_Address,Subsection,Total_Assets,Total_Revenues,ZIP
No,New York,020664378,12,% CONSULATE GENERAL OF TURKEY,Yes,201312,TURKISH-AMERICAN CHAMBER OF COMMERCE AND INDUSTRY LTD,200309,New York,2 W 45th St Ste 1709,501(c)(6),45875.0,69629.0,10036
Yes,New York,020666545,12,% TISCH SCHOOL OF THE ARTS,Yes,201112,ANNA DEAVERE SMITH WORKS INC,200411,New York,20 Cooper Sq,501(c)(3),319114.0,284034.0,10003
Yes,New York,020671182,12,% JOSEPH WASSNER,No,201312,JOSEPH AND FLORENCE WASSNER FOUNDATION INC,200302,New York,451 West End Avenue,501(c)(3),997.0,0.0,10024
Yes,New York,020672510,12,% LAURENCE LEVY,Yes,201312,AMERICAS CAMP FOUNDATION,200305,New York,1251 Avenue Of The Americas Fl 49,501(c)(3),429002.0,26782.0,10020
Yes,New York,020682988,06,% LAURENCE SINGER,Yes,201306,IMMEDIATE LIFE INC,200503,New York,Po Box 1556,501(c)(3),51036.0,169175.0,10013
Yes,New York,020687548,12,% JANE DURGOM-POWERS,No,201312,INTER FED OF FAM ASSOCS OF MISSING PERSONS FROM ARMED CONFLICTS,200307,New York,50 Sutton Pl S Apt 5a,501(c)(3),0.0,0.0,10022
Yes,New York,020689711,12,% ALLAN LOKOS,No,0,COMMUNITY OF PEACE AND SPIRITUALITY,200310,New York,5 W 86th St Apt 14c,501(c)(3),0.0,0.0,10024
Yes,New York,020694269,06,None Shown,Yes,201306,CONNECT INC,200308,New York,Station,501(c)(3),643241.0,843516.0,10001
Yes,New York,020704231,12,% THOMAS R MOORE,No,201212,LAURENCE LEVINE CHARITABLE FUND INC,200311,New York,800 Fifth Ave Ste 28-a,501(c)(3),915166.0,0.0,10065
Yes,New York,020705505,12,% ANCHIN BLOCK & ANCHIN,Yes,201312,FRIENDS OF THE HCA AT THE UNIVERSITY OF HEIDELBERG,200310,New York,1375 Broadway,501(c)(3),740.0,104500.0,10018
Yes,New York,020708419,06,% JOANNA MENDL SHAW,No,201306,EQUUS PROJECTS INC,200406,New York,121 West 17th St,501(c)(3),8267.0,35879.0,10011
Yes,New York,020712132,11,None Shown,Yes,201211,RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,200407,New York,34 Hillside Ave Apt 4c,501(c)(3),3044.0,69532.0,10040
Yes,New York,020720786,06,None Shown,Yes,201306,CREATIVE MINDS NYC INC,200604,New York,56 Beaver St Apt 205,501(c)(3),272720.0,288289.0,10004
Yes,New York,020723846,12,% MICHAEL THOMPSON,No,0,LOGOS INTERNATIONAL FOUNDATION INC,201404,New York,16 W 69th St Apt 11,501(c)(3),0.0,0.0,10023
Yes,New York,020730941,12,% CINDY POLLACK,Yes,201312,STOCKINGS WITH CARE INC,201308,New York,Po Box 1222,501(c)(3),33549.0,59939.0,10274
Yes,New York,020735167,12,% BROWN BROTHERS HARRIMAN TRUST CO,No,201312,NANCY JONES BEARD FOUNDATION,200505,New York,140 Broadway,501(c)(3),4171969.0,0.0,10005
Yes,New York,020736675,09,% EDMUND P BRADY,No,201309,COUNCIL FOR AMERICAN IRELAND RELATIONS INC,201208,New York,C/o M Carroll 52 Duane St-5th Flr,501(c)(3),0.0,0.0,10007
Yes,New York,020738401,12,% DUANE MORRIS LLP,No,201212,INTERNATIONAL OSTEOPOROSIS FOUNDATION - USA INC,200603,New York,1540 Broadway,501(c)(3),105475.0,0.0,10036
Yes,New York,020738740,11,% RICHARD K DOLFI,No,201211,CHINESE AMERICAN FEDERATION OF SPORTS & SOCIAL SERVICES INC,200803,New York,5 Mott Street Suite 208,501(c)(3),0.0,0.0,10013
Yes,New York,020740721,12,% JOHNSON,No,0,NATURAL WAKEFULNESS CENTER,200607,New York,41 Union Sq W Ste 835,501(c)(3),0.0,0.0,10003
Yes,New York,020744437,12,% SUSAN CHU,No,201312,ASIAN WOMEN LEADERSHIP NETWORK INC,200609,New York,Po Box 1047,501(c)(3),0.0,0.0,10163
Yes,New York,020749041,12,% LARRY BRANDO,No,201312,ASSOCIATED PRESS EMERGENCY RELIEF FUND,200511,New York,450 W 33rd St,501(c)(3),727667.0,47056.0,10001
No,New York,020758876,06,% JESSICA BERMAN ESQ,Yes,201306,NATIONAL HOCKEY LEAGUE PLAYERS HEALTH AND BENEFITS FUND,200702,New York,1185 Avenue Of The Americas Fl 15,Other,2854509.0,15966230.0,10036
Yes,New York,020761295,10,% LEROY BARR,No,201310,AFT BLACK CAUCUS NEW YORK STATE CHAPTER SCHOLARSHIP FUND,201302,New York,Po Box 1309,501(c)(3),0.0,0.0,10028
Yes,New York,020761791,12,% SANSAR CAPITAL MANAGEMENT LLC,No,201212,THE SANSAR CAPITAL FOUNDATION,200602,New York,1350 Avenue Of The Americas,501(c)(3),1761347.0,0.0,10019
Yes,New York,020762238,12,% HT CAPITAL ADVISORS,No,201312,FLORENCE J MAUCHANT AND ERIC J LOMAS FAMILY FOUNDATION INC,200606,New York,Co Ht Capital Advisors 437 Madison,501(c)(3),215391.0,0.0,10022
Yes,New York,020768957,12,% LOUIS LEVITT,Yes,201212,SYBARITE CHAMBER PLAYERS LTD,200610,New York,720 W 181st St Apt 57,501(c)(3),12696.0,182864.0,10033
Yes,New York,020769033,12,% C/O SESAME WORKSHOP,No,201312,WOMEN IN CHILDRENS MEDIA INC,200910,New York,1900 Broadway Frnt 3,501(c)(3),0.0,0.0,10023
Yes,New York,020780463,06,% CONOR GRENNAN,Yes,201306,NEXT GENERATION NEPAL,200609,New York,527 Third Avenue Suite 196,501(c)(3),327315.0,261808.0,10016
Yes,New York,020788451,12,None Shown,No,201212,THE MCKELVEY ENTREPRENEURIAL FOUNDATION,200702,New York,200 Park Ave 44th Floor,501(c)(3),3395088.0,0.0,10166
Yes,New York,020793260,12,% SILVIA NAVA,No,201312,THE WHITE GARDENIA FEMININE LEADERSHIP PROJECT INC,201009,New York,868 Amsterdam Ave Apt 14b,501(c)(3),0.0,0.0,10025
Yes,New York,020796053,12,% MERCHANTS GATE CAPITAL LP,No,201312,THE GUNNER AND ALYSON WINSTON OPPORTUNITY FUND,201011,New York,421 Hudson St Apt 803,501(c)(3),1.0,0.0,10014
Yes,New York,026178963,12,% JAMES ROBINSON,No,201312,HELEN WOODHULL CHARITABLE TRUST,200703,New York,480 Park Ave,501(c)(3),287452.0,0.0,10022
Yes,New York,030213226,12,None Shown,Yes,201212,INTERNATIONAL PEACE INSTITUTE INC,195605,New York,777 United Nations Plaza,501(c)(3),17104027.0,8783119.0,10017
Yes,New York,030230490,09,None Shown,Yes,201309,PILOBOLUS INC,197402,New York,18 E 16th St Rm 308,501(c)(3),2237460.0,5182924.0,10003
No,New York,030358770,12,% LYNN ROLLINS,Yes,201312,NEW YORK MARBLE CEMETERY,199902,New York,20 River Road Apt 9-c,Other,850226.0,78627.0,10044
Yes,New York,030362822,12,% STEPHEN MICHALSKI,No,0,THE CHURCH INSURANCE COMPANY OF VERMONT,200112,New York,19 E 34th St,501(c)(3),0.0,0.0,10016
Yes,New York,030375665,09,% THOMASHOW CPA,No,201309,ARLENE & DANIEL FISHER FOUNDATION,200203,New York,255 East 74th Street,501(c)(3),4359041.0,0.0,10021
Yes,New York,030377729,12,% DIANA KERIEVSKY,No,201212,ASSOCIATION FOR SPIRITUALITY AND PYSCHOTHERAPY,200206,New York,250 W 57th St Ste 501,501(c)(3),192019.0,11713.0,10107
Yes,New York,030380168,12,% ANDREA KLEINE,No,201312,ART OF FRANZA INC,200204,New York,2350 Broadway Apt 1207,501(c)(3),0.0,0.0,10024
Yes,New York,030384887,12,% ANTONIA PANTOJA,No,201212,DR ANTONIA PANTOJA FELLOWSHIP INC,200207,New York,551 5th Ave Rm 3010,501(c)(3),10012.0,11353.0,10176
Yes,New York,030385929,12,% CREDIT SUISSE FIRST BOSTON,Yes,201212,THE@GORDON A RICH MEMORIAL FOUNDATION,200208,New York,11 Madison Avenue,501(c)(3),3983199.0,412220.0,10010
Yes,New York,030391368,12,% ALIYAH KOZIROVSKY-RATSEN,Yes,201212,THALHEIMER FAMILY-JDC SUPPORT FOUNDATION INC,200203,New York,711 Third Avenue,501(c)(3),3190349.0,107698.0,10017
Yes,New York,030415243,12,% CRAIG EFFRON,No,201312,CRAIG EFFRON FAMILY FOUNDATION,200204,New York,129 E 73rd St,501(c)(3),8096.0,0.0,10021
Yes,New York,030417406,07,None Shown,No,201307,P S 1 MANHATTAN PARENT TEACHERS ASSOCIATION INC,200209,New York,8 Henry St,501(c)(3),89803.0,28653.0,10038
Yes,New York,030420728,10,% CRAIG J MILLARD,No,201310,COURAGEOUS FOUNDATION,200307,New York,410 Park Ave Ste 1710,501(c)(3),229535.0,0.0,10022
Yes,New York,030422472,12,% CHRISTOPHER PELHAM,Yes,201312,DHARMA ROAD PRODUCTIONS INC,200401,New York,123 4th Ave 2nd Fl,501(c)(3),13235.0,50878.0,10003
Yes,New York,030426998,06,% H MELVIN MING,No,201306,SW FINANCING INC,200212,New York,One Lincoln Plaza,501(c)(3),0.0,0.0,10023
Yes,New York,030429647,12,% AECOM-ALEXANDER MURPHY,Yes,201306,ACE MENTOR PROGRAM OF AMERICA INC,200606,New York,605 Third Ave 29th Fl,501(c)(3),114361.0,112797.0,10158
Yes,New York,030431273,12,% RUDIN,No,201112,RACHEL AND LEWIS RUDIN FAMILY FOUNDATION INC,200305,New York,C/o Rudin 345 Park Avenue,501(c)(3),408.0,0.0,10154
Yes,New York,030433540,06,% UJA-FEDERATION,Yes,201306,THE DAVID AND JUDY FLEISCHER FOUNDATION,200210,New York,130 E 59th St Ste 737,501(c)(3),1723309.0,65603.0,10022
Yes,New York,030434419,12,% WILLIAM STRUM,Yes,201312,AMERICAN FRIENDS OF BATSHEVA DANCE COMPANY INC,200208,New York,1201 Broadway Ste 802,501(c)(3),141641.0,127510.0,10001
Yes,New York,030434776,11,% CATOR SPARKS,No,201311,BLOCK ASSOCIATION 122 INC,200901,New York,202 West 122nd Street Suite 2,501(c)(3),0.0,0.0,10027
Yes,New York,030435175,12,% EDWARD FORDHAM,No,201212,COALIATION FOR THE DEVELOPMENT OF THE BLACK FAMILY INC,200310,New York,2286 Adam Clayton Powell Jr Blvd,501(c)(3),0.0,0.0,10030
Yes,New York,030438399,12,% KATHLEEN MCKEOWN,No,201312,WORLD WISE INSTITUTE NPCL,200307,New York,5 Jones St Apt 5,501(c)(3),0.0,0.0,10014
Yes,New York,030442514,04,None Shown,Yes,201304,THE JOE TORRE SAFE AT HOME FOUNDATION,200209,New York,483 10th Ave Rm 410,501(c)(3),3217751.0,2187228.0,10018
Yes,New York,030446196,12,% DIKMAN,No,201312,FOUNDATION FOR INTERNATIONAL AID TO ANIMALS INC,200210,New York,C/o Dikman 37 West 20th Street,501(c)(3),414476.0,0.0,10011
Yes,New York,030453754,12,None Shown,Yes,0,NDC HOUSING AND ECONOMIC DEVELOPMENT CORPORATION,198811,New York,708 3rd Ave Ste 710,501(c)(3),0.0,0.0,10017
Yes,New York,030456828,12,% CLAUDIO GATTI,No,201312,ROXBURY ASSOCIATION FOR ENVIROMENTAL PRESERVATION INC,200406,New York,140 Riverside Dr,501(c)(3),0.0,0.0,10024
Yes,New York,030468650,06,% MONICA BAUCHWITZ,No,201306,CONCERTS IN THE HEIGHTS INC,200208,New York,251 Seaman Ave Apt 6k,501(c)(3),0.0,0.0,10034
Yes,New York,030470159,12,% MARSHALL TARLEY,No,201312,TOASTMASTERS INTERNATIONAL,194505,New York,1900 Broadway,501(c)(3),0.0,0.0,10023
Yes,New York,030474091,12,% BRANDON WARD PRES,No,201112,BLACKS IN GOVERNMENT,198101,New York,Po Box 593,501(c)(3),0.0,0.0,10274
Yes,New York,030474336,03,% C/O DAVID SOMLYO,No,201303,THINK TANK ROMANIA INC,200410,New York,98 Riverside Drive Suite 6d,501(c)(3),0.0,0.0,10024
Yes,New York,030478858,12,% JEFFREY P ROUDE CPA,Yes,201212,CHAPPAQUA YOUTH SOCCER CLUB INC,200703,New York,28 W 44th St Ste 2010,501(c)(3),147925.0,162168.0,10036
Yes,New York,030481206,12,% ERLINDA O ABAD,Yes,201212,DAMAYAN MIGRANT WORKERS ASSOCIATION,200311,New York,406 W 40th St Fl2,501(c)(3),231454.0,153791.0,10018
Yes,New York,030481445,12,% TODD LLOYD/SEAN TOOLE,No,201312,SONNET REPERTORY THEATRE INC,200301,New York,Po Box 772,501(c)(3),6839.0,33820.0,10108
Yes,New York,030483824,09,None Shown,Yes,201309,WORLD EDUCATION AND DEVELOPMENT FUND,200307,New York,915 Broadway Ste 1108,501(c)(3),3159312.0,1958498.0,10010
Yes,New York,030484831,12,% NABIL SAMI,Yes,201312,BROTHERS IN RECOVERY,200310,New York,Po Box 617,501(c)(3),7473.0,62895.0,10039
Yes,New York,030495750,06,% WILLIAM P FORD III,Yes,201306,CRISTO REY NEW YORK HIGH SCHOOL,200305,New York,112 East 106th St,501(c)(3),14692825.0,7884480.0,10029
Yes,New York,030496681,09,% DR ROBERT L LEAHY,No,201209,FOUNDATION FOR THE ADVANCEMENT OF COGNITIVE THERAPY,200304,New York,136 E 57th St Ste 1101,501(c)(3),1.0,0.0,10022
No,New York,030496719,09,% WALTER VILLELA,Yes,201309,LA UNIDAD LATINA LAMBDA UPSILON LAMBDA FRATERNITY INC,201008,New York,511 Sixth Avenue Pmb 39,501(c)(7),107275.0,86808.0,10011
Yes,New York,030497262,12,% MADELINE BRUSER,No,201312,GOLDEN KEY FOUNDATION INC,201407,New York,801 W End Ave Apt 1c,501(c)(3),0.0,0.0,10025
Yes,New York,030501842,12,% CLINTON HOUSING DEVELOPMENT CO,Yes,201312,500 WEST 42ND STREET HOUSING DEVELOPMENT FUND CORPORATION,201409,New York,403 West 40th St,501(c)(3),2384545.0,123038.0,10018
Yes,New York,030504005,12,% ST ANDREWS,No,201212,NATIONAL TARTAN DAY NEW YORK COMMITTEE INC,200305,New York,C/o St Andrews 150 East 55th Street,501(c)(3),115521.0,44283.0,10022
Yes,New York,030505123,12,% NEW YORK ASIAN WOMENS CENTER,Yes,201312,S H A W C HOUSING DEVELOPMENT FUND CORPORATION,200406,New York,32 Broadway Fl 10,501(c)(3),1277499.0,140539.0,10004
No,New York,030511096,12,% ANNE-MARIE RESOR,No,201312,WEST 90TH STREET PARK BLOCK ASSOCIATION INC,201404,New York,16 West 90th Street Apt 1,501(c)(4),0.0,0.0,10024
Yes,New York,030515962,06,% ALEXANDER ERIKSSON,No,201306,URBAN BALLET THEATER INC,200508,New York,5 West 102nd Street,501(c)(3),750.0,3429.0,10025
Yes,New York,030518774,12,% JESSE EHRENSAFT-HAWLEY,Yes,201312,F I E R C E,200505,New York,147 West 24t Street,501(c)(3),493283.0,487669.0,10011
Yes,New York,030520389,12,% KEVIN MACCARTHY,No,201312,VALMAC PRODUCTIONS INC,200403,New York,150 E 55th St Fl 7,501(c)(3),0.0,0.0,10022
Yes,New York,030521415,06,% REISMAN,No,201306,ZICHRON SHAUL VELIBA BAUM CHARITABLE FUND INC,200503,New York,305 Broadway Ste 803,501(c)(3),209985.0,0.0,10007
Yes,New York,030522321,12,% SARU JAYARAMAN,Yes,201212,RESTAURANT OPPORTUNITIES CENTER OF NEW YORK,200405,New York,275 7th Ave Rm 1703,501(c)(3),678249.0,1325272.0,10001
Yes,New York,030529005,06,% MARTA CABRERA,Yes,201306,EMPOWER-EMERGING MARKETS FOUNDATION,200501,New York,111 John St Rm 2410,501(c)(3),2172433.0,1410747.0,10038
Yes,New York,030538665,12,% NICK MICOZZI,No,201312,NEW YORK INNOVATIVE THEATRE AWARDS,200501,New York,32 Downing St 1-d,501(c)(3),0.0,0.0,10014
Yes,New York,030539644,12,% RUBEN POLENDO,No,201312,THEATER MITU INC,200410,New York,Po Box 1114,501(c)(3),23056.0,16647.0,10113
Yes,New York,030547067,06,% CLAIRE E SYLVAN,Yes,201306,INTERNATIONALS NETWORK FOR PUBLIC SCHOOLS INC,200504,New York,50 Broadway Ste 2200,501(c)(3),4839116.0,3246744.0,10004
Yes,New York,030551750,12,None Shown,No,201312,CHOICIRCIATI CULTURAL CENTER INC,200501,New York,64 E 4th St,501(c)(3),267682.0,21900.0,10003
Yes,New York,030561820,12,% JAMES FOLLO,No,201312,MARTHA STEWART LIVING OMNIMEDIA FOUNDATION,200604,New York,601 W 26th St,501(c)(3),257343.0,0.0,10001
Yes,New York,030562344,03,% ANCHIN BLOCK & ANCHIN LLP,No,201203,SYLVIA WALD AND PO KIM ART GALLERY,200606,New York,417 Lafayette St Fl 4,501(c)(3),31699.0,0.0,10003
Yes,New York,030589266,12,% LAWRENCE KEIGWIN,Yes,201312,KEIGWIN AND COMPANY INC,200803,New York,143 W 29th St Fl 5,501(c)(3),145076.0,777918.0,10001
No,New York,030593698,06,% TIMOTHY DOMINI,No,201306,BRENNAN CENTER STRATEGIC FUND INC,200612,New York,161 Avenue Of The Americas 12th Fl,501(c)(4),231879.0,11652.0,10013
Yes,New York,030594755,12,% RICHARD ANDERSON,Yes,201312,THE S S COLUMBIA PROJECT,200705,New York,232 E 11th St,501(c)(3),276118.0,132114.0,10003
Yes,New York,030597236,12,% JACQUELINE BANKS,No,201112,FRANCISCAN HANDMAIDS OF MARY FOUNDATION INC,201409,New York,15 W 124th St,501(c)(3),4141690.0,59060.0,10027
Yes,New York,030609146,12,% HOLLY CARTER,Yes,201212,BY KIDS INC,200705,New York,330 West End Avenue,501(c)(3),71067.0,167291.0,10023
Yes,New York,030614741,12,% OLGA ALEXAKOS,No,201312,ASSOCIATION OF GREEK AMERICAN PROFESSIONAL WOMEN INC,201106,New York,1 Horatio Street 3rd Floor,501(c)(3),0.0,0.0,10014
Yes,New York,036010806,12,None Shown,Yes,201212,INTERNATIONAL FILM SEMINARS INC,196308,New York,6 East 39th Street 12th Floor,501(c)(3),255900.0,298428.0,10016
Yes,New York,036051035,05,% BELL AND COMPANY LLP,No,201305,BLARNEY FUND EDUCATION TR,199111,New York,350 5th Ave Ste 7412,501(c)(3),311559.0,0.0,10118
Yes,New York,042103893,12,None Shown,Yes,201212,GREATER BOSTON GUILD FOR THE BLIND INC,194904,New York,15 W 65th St,501(c)(3),2371345.0,46697.0,10023
Yes,New York,042232419,12,None Shown,No,201212,GREATER BOSTON DIABETES SOCIETY INC,197409,New York,15 W 65th St,501(c)(3),413427.0,6145.0,10023
Yes,New York,042273779,12,None Shown,No,0,DOMINICAN FATHERS PROVINCE OF ST JOSEPH INC,194601,New York,141 E 65th St,501(c)(3),0.0,0.0,10021
Yes,New York,042392373,12,None Shown,Yes,201312,AMERICAN VACUUM SOCIETY INCORPORATED,196712,New York,125 Maiden Ln 15th Fl,501(c)(3),12851954.0,3779293.0,10038
Yes,New York,042441463,06,% ST JOHN BAPTIST CHURCH,Yes,201306,DOWNEY SIDE INC,196805,New York,210 W 31st St,501(c)(3),61181.0,466336.0,10001
No,New York,042565109,12,None Shown,Yes,201312,AFRICA THE AFRICAN TRAVEL ASSOCIATION INC,197704,New York,152 Madison Ave Rm 1702,501(c)(6),385.0,182442.0,10016
Yes,New York,042575633,12,% ROBERT SCHRADE,No,201312,SEVENARS CONCERTS INC,197611,New York,30 East End Avenue Room 3-a,501(c)(3),298496.0,49519.0,10028
Yes,New York,042670249,06,% BETH SOLL,No,201406,DANCE PROJECTS INC,197906,New York,105 Bennett Ave Apt 63a,501(c)(3),0.0,0.0,10033
Yes,New York,042673426,12,% W T GOLDEN,Yes,201212,AMERICAN TRUST FOR THE BRITISH LBRY,197908,New York,244 5th Ave,501(c)(3),2479724.0,372889.0,10001
Yes,New York,042681343,07,% J DELEHANTY-MINTZ LEVIN,No,201307,VIRGINIA M DELEHANTY SCHOLARSHIP FUND TRUST,198001,New York,666 3rd Ave Frnt A,501(c)(3),6505.0,0.0,10017
Yes,New York,042718182,12,None Shown,Yes,201312,WORLD ANIMAL PROTECTION,198107,New York,450 Seventh Avenue 31st Floor,501(c)(3),3267564.0,5294144.0,10123
Yes,New York,042743143,02,% FIDUCIARY TRUST COMPANY INTL,No,201402,THE VANDERBILT FAMILY FOUNDATION,198112,New York,600 Fifth Ave,501(c)(3),3850220.0,0.0,10020
Yes,New York,042748882,12,% CREELMAN & SMITH PC,No,201312,EDWIN SCHLOSSBERG FOUNDATION,198202,New York,111 Fifth Avenue,501(c)(3),3679.0,0.0,10003
Yes,New York,042790593,06,% COVENANT HOUSE,No,201306,UNDER 21 OF BOSTON INC,198308,New York,5 Penn Plaza Ste 3rd Fl,501(c)(3),1.0,0.0,10001
Yes,New York,042795467,03,% GARALD FARNHAM,No,201403,LUTE SOCIETY OF AMERICA INC,198409,New York,255 W 98th St Apt 5c,501(c)(3),71066.0,46459.0,10025
Yes,New York,043041985,06,% ALAN CASSO,No,201406,DANCES BY ISADORA INC,199401,New York,1623 3rd Ave Apt 21k,501(c)(3),0.0,0.0,10128
Yes,New York,043106173,06,None Shown,Yes,201306,AMERICAN FRIENDS OF NISHMAT,199303,New York,Suite 504,501(c)(3),1859177.0,1605278.0,10016
Yes,New York,043138834,12,% CARLIN VENTURES INC,No,201312,BLESSING WAY FOUNDATION,199302,New York,Carlin Ventures575 Madison Ave No,501(c)(3),2048290.0,0.0,10022
No,New York,043191447,12,% STEVE EULBERG SECRETARY,Yes,201312,NORTH AMERICAN TRAVELING MUSICIANS UNION LOCAL NO 1000,201403,New York,322 W 48th St 3rd Flr,501(c)(5),21084.0,52544.0,10036
Yes,New York,043199783,08,% MR JEAN PERRETTE,No,201308,PONT-AVEN SCHOOL OF ART INC,199310,New York,222 Central Park S,501(c)(3),1020049.0,0.0,10019
Yes,New York,043216632,09,% B STRAUSS ASSOC LTD,No,201309,CATHERINE & PAUL BUTTENWIESER FOUNDATION,199401,New York,307 5th Ave Ste 8th Fl,501(c)(3),448449.0,0.0,10016
Yes,New York,043219159,12,None Shown,Yes,201312,ACCION EAST INC,199504,New York,80 Maiden Ln Rm 903,501(c)(3),3906692.0,81570.0,10038
Yes,New York,043233837,12,% JACQUELINE TAYLOR,No,201212,BRIMFIELD STUDY CENTER INC,199512,New York,Po Box 1541,501(c)(3),0.0,0.0,10156
Yes,New York,043234202,06,% ELIZA BYARD,Yes,201306,GLSEN INC,199502,New York,90 Broad Street 2nd Floor,501(c)(3),5505278.0,6163904.0,10004
Yes,New York,043242480,12,None Shown,No,0,INSTITUTE OF THE INCARNATE WORD INC,194603,New York,113 E 117th St,501(c)(3),0.0,0.0,10035
Yes,New York,043278959,12,None Shown,No,201212,NEW ENGLAND CULTURAL FACILITIES FUND,199701,New York,70 W 36th St Fl 11,501(c)(3),166841.0,0.0,10018
Yes,New York,043299055,06,None Shown,Yes,201306,VISUAL UNDERSTANDING IN EDUCATION INC,199604,New York,14 Murray Street Box 143,501(c)(3),503432.0,1279612.0,10007
Yes,New York,043309215,06,None Shown,Yes,201306,PHOENIX ADVANTAGE CHARTER SCHOOL INC,200310,New York,61 Broadway Rm 2924,501(c)(3),8851140.0,4895656.0,10006
Yes,New York,043325071,06,% THEODORE DIMON,Yes,201306,THE DIMON INSTITUTE INC,199901,New York,356 W 123rd St,501(c)(3),52507.0,60436.0,10027
Yes,New York,043328552,12,%,No,201312,CHESWATYR FOUNDATION INC,199704,New York,15 W 72nd St Apt 34f,501(c)(3),713507.0,0.0,10023
Yes,New York,043338422,06,% MATTHEWS & C0 LLP,No,201306,SUSAN DANIELS FAMILY CHARITABLE FOUNDATION,199702,New York,C/o Matthews Co Llp 270 Madison Ave,501(c)(3),565463.0,0.0,10016
Yes,New York,043341774,12,% X JIAN LI,No,201312,INTERNATIONAL CHINESE HAND TISSUE SOCIETY INC,199807,New York,351 Eng Terrace 1210 Amsterdam Ave,501(c)(3),0.0,0.0,10027
Yes,New York,043370051,12,% EISENBERG & BLAU CPA,No,201212,STILL POINT FUND,199707,New York,150 Broadway,501(c)(3),6942318.0,0.0,10038
Yes,New York,043386858,12,% MARK HOSTETTER ESQ,No,201312,MARK D HOSTETTER AND ALEXANDER N HABIB FOUNDATION,199710,New York,306 W 98th St,501(c)(3),25328019.0,0.0,10025
Yes,New York,043391586,06,% EVAN B AZRILIANT,No,201306,TRUSTEES OF DARTMOUTH COLLEGE,199710,New York,501 5th Ave Fl 15,501(c)(3),73258.0,32802.0,10017
Yes,New York,043392655,12,% DR NADINE LEVINSON,Yes,201212,INTERNATIONAL PSYCHOANALYTICAL ASSOCIATION FUND DELAWARE,199812,New York,72 E 91st St,501(c)(3),2993129.0,612211.0,10128
Yes,New York,043402936,06,% BESSEMER TRUST,No,201306,WATTS FAMILY FOUNDATION,199804,New York,630 Fifth Ave Ste 3425,501(c)(3),6828180.0,0.0,10111
Yes,New York,043407363,12,% NIGEL J LOVETT,Yes,201312,PESTALOZZI U S CHILDRENS CHARITY INC,199805,New York,164 E 81st St Co S Weiksner,501(c)(3),69585.0,341446.0,10028
Yes,New York,043414101,12,% OCONNOR DAVIES LLP,No,201312,THE EDITH GLICK SCHOOLMAN CHILDRENS FOUNDATION,199903,New York,201 E 79th St Apt 12d,501(c)(3),24341304.0,0.0,10075
Yes,New York,043489966,12,% OCONNOR DAVIES LLP,No,201312,FRANCES LEAR FOUNDATION,199912,New York,665 Fifth Ave,501(c)(3),10663375.0,0.0,10022
Yes,New York,043493352,12,% WAGNER FERBER FINE & ACKERMAN PLL,No,201212,CLOUD MOUNTAIN FOUNDATION,200108,New York,237 W 35th St Ste 1001,501(c)(3),21066654.0,0.0,10001
Yes,New York,043494212,12,% L DANIELS TTEE,No,201312,LAWRENCE AND SUSAN DANIELS FAMILY FOUNDATION,200005,New York,215 W 98th St,501(c)(3),791605.0,0.0,10025
Yes,New York,043519203,06,None Shown,Yes,201306,NEW LEADERS,200101,New York,30 W 26th St Fl 2,501(c)(3),15642540.0,31497051.0,10010
Yes,New York,043528464,07,% JEFFREY T BLACK & JOHANNA TRUSTEE,No,201307,JOHANNA K & JEFFREY T BLACK FOUNDATION,200011,New York,600 Fifth Ave,501(c)(3),1673623.0,0.0,10020
